question_id,question_text,topic_ids,topic_names,subfields,degree
65c573ea7a2809d5124c0934,"What are the differences among mental health professions (e.g., psychologist, psychiatrist)?",,,"Clinical Psychology,Social Psychology",
65c573ea7a2809d5124c0935,What are the different types of licensure and how do they differ?,,,"Educational/School Psychology,Clinical Psychology",
65c573ea7a2809d5124c0936,What are the pros and cons of practicing group vs. individual therapy sessions?,,,"Clinical Psychology,Social Psychology",
65c573ea7a2809d5124c0937,What are your opinions about new or up-and-coming modalities or treatment approaches?,,,"Clinical Psychology,Social Psychology",
65c573ea7a2809d5124c0938,What assessments do you use in your practice?,,,"Clinical Psychology,Quantitative Psychology",
65c573ea7a2809d5124c0939,What do you believe are essential skills or qualities needed to excel as a clinician?,,,"Clinical Psychology,Social Psychology",
65c573ea7a2809d5124c093a,What kinds of boundaries do you set in terms of clients' ability to contact you outside of session?,,,"Clinical Psychology,Social Psychology",
65c573ea7a2809d5124c093b,"What theoretical orientations or modalities do you practice the most, and why?",,,"Clinical Psychology,Social Psychology",
65c573ea7a2809d5124c093c,"What types of settings are there for your type of mental health provider (e.g., psychologist) to work?",,,"Clinical Psychology,Industrial and Organizational Psychology",
65c573ea7a2809d5124c093d,What types of undergraduate internships are the best for those who wish to become a clinician someday?,,,"Educational/School Psychology,Clinical Psychology",
65c573ea7a2809d5124c093e,Are there any specific minor(s) that would go well with a Psychology major?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c093f,Can I pursue careers outside of the field with a Psychology degree?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c0940,How did you decide which subfield to pursue?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Developmental Psychology,Social Psychology",
65c573ea7a2809d5124c0941,How important is networking in this field?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Social Psychology,Industrial and Organizational Psychology",
65c573ea7a2809d5124c0942,How important is it to get research experience during college?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Quantitative Psychology",
65c573ea7a2809d5124c0943,How should I choose the area of Psychology to study?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Developmental Psychology",
65c573ea7a2809d5124c0944,"If I'm not a Psychology major, would it be still helpful to my career to add a Psychology minor?",2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c0945,Was there anything about studying Psychology that was different from what you had expected?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Developmental Psychology",
65c573ea7a2809d5124c0946,Were there any concepts you learned from your psychology courses that you have applied to your everyday life?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c0947,What advice do you have for someone who is interested in more than one subfield of psychology?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Developmental Psychology",
65c573ea7a2809d5124c0948,What advice do you have for students who are unsure of which subfield to go into?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Developmental Psychology",
65c573ea7a2809d5124c0949,What are some jobs psychology majors are qualified for that they may not know about?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Industrial and Organizational Psychology",
65c573ea7a2809d5124c094a,What are some non-clinical jobs available for Psychology majors?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Industrial and Organizational Psychology,Social Psychology",
65c573ea7a2809d5124c094b,What are the benefits of studying Psychology?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c094c,What are the different areas or subfields of Psychology?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c094d,What are the disadvantages of studying Psychology?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c094e,What career opportunities are available at the Bachelor's level?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Industrial and Organizational Psychology",
65c573ea7a2809d5124c094f,What classes do you recommend that I take?,,,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c0950,What is the best area or branch of Psychology to study?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c0951,What kind of jobs are currently in demand for Psychology majors?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Industrial and Organizational Psychology,Social Psychology",
65c573ea7a2809d5124c0952,What should I do if I don't like research but enjoy clinical aspects of psychology?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Clinical Psychology",
65c573ea7a2809d5124c0953,What should you do if you were unable to get research experience as an undergraduate?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Educational/School Psychology,Social Psychology",
65c573ea7a2809d5124c0954,What subfield(s) are currently in high demand/growth?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Industrial and Organizational Psychology,Social Psychology",
65c573ea7a2809d5124c0955,Who were some of your key mentors or influences in your subfield?,2820c3f3-f186-4d47-afce-89e957339e30,Studying Psychology,"Social Psychology,Developmental Psychology",
65c57d948fcdb0401190a889,What do you specialize in?,,,Social Psychology,
65c57f0f8fcdb04011910469,How can I become a teaching assistant or TA?,,,"Educational/School Psychology,Social Psychology",
65c57f848fcdb0401191230f,How do I get involved in research?,,,"Educational/School Psychology,Quantitative Psychology",
65c580088fcdb040119141bd,Are you a first-generation college student?,,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87eb4,Do you integrate social media into your work?,e42130bf-a81d-4e35-83f0-62e26ae496a7,About the Job,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87eb5,How do you stay updated on the latest research and developments in the field?,e42130bf-a81d-4e35-83f0-62e26ae496a7,About the Job,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87eb6,"If you attend any conferences, conventions, or other professional events, what do you do there?",e42130bf-a81d-4e35-83f0-62e26ae496a7,About the Job,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87eb7,What are the differences between working in industry versus academia?,e42130bf-a81d-4e35-83f0-62e26ae496a7,About the Job,"Industrial and Organizational Psychology,Educational/School Psychology",
65c5810a1762b41f4dd87eb8,What software do I need to be proficient in using in this job?,e42130bf-a81d-4e35-83f0-62e26ae496a7,About the Job,"Human Factors and Engineering Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87eb9,How did studying Psychology help you get this job?,,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87eba,How is your work influenced by what you learned in your Psychology training?,,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ebb,Are there any events you would recommend that I attend?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Educational/School Psychology",
65c5810a1762b41f4dd87ebc,Can you give me some tips for transitioning well from being a full-time student to a full-time worker?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ebd,"Do you have any tips for gathering the confidence or momentum to apply to opportunities or openings, even if I think they are a long shot?",fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Developmental Psychology",
65c5810a1762b41f4dd87ebe,How can I become more comfortable speaking in front of an audience?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Health Psychology",
65c5810a1762b41f4dd87ebf,How can I take care of my own mental health while working in this field?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Health Psychology,Social Psychology",
65c5810a1762b41f4dd87ec0,How do I become more involved in the Psychology community at my university?,,,"Social Psychology,Educational/School Psychology",
65c5810a1762b41f4dd87ec1,How do I connect effectively with my professors?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Educational/School Psychology",
65c5810a1762b41f4dd87ec2,How do you identify people you can build relationships with in order to be more successful?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ec3,"What are some books, journals, or online resources you would recommend for someone looking to expand their knowledge in your area of psychology?",,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ec4,What are some good resources for finding jobs in Psychology?,,,"Industrial and Organizational Psychology,Social Psychology",
65c5810a1762b41f4dd87ec5,What could I do in the summer to get more experience?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ec6,"What extracurriculars, jobs, or internships would make me a better candidate for employment and/or graduate school?",fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ec7,What is something I should start practicing right now?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ec8,What should I do if I did not make connections with any of my professors and don't have any letters of recommendation?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ec9,Where can I get more information about different careers in psychology?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87eca,Where is the best place to intern or shadow?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ecb,What can I do after graduation if my GPA is not the best?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ecc,What tips do you have for networking?,,,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ecd,"Have you ever experienced imposter syndrome, and if so, how did you overcome it?",97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Social Psychology,Health Psychology",
65c5810a1762b41f4dd87ece,Have you ever sought out mental health treatment?,,,"Health Psychology,Social Psychology",
65c5810a1762b41f4dd87ecf,"Have you had certain experiences that just made you want to quit? If yes, how did you get motivated again and back on track?",97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Social Psychology",
65c5810a1762b41f4dd87ed0,How do you handle criticism from others and/or yourself?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Social Psychology,Health Psychology",
65c5810a1762b41f4dd87ed1,What kinds of challenges have you faced as a first-generation college student?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ed2,What was your hardest challenge during college?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ed3,How did you become interested in Psychology?,,,"Developmental Psychology,Social Psychology",
65c5810a1762b41f4dd87ed4,"If you have switched careers, how did your skills transfer over from your former to your new career?",ee5e8285-76a8-4ff8-9b7d-d0267376c6d9,Development,"Developmental Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ed5,Were there any jobs or internships that helped you prepare for the job that you have today? What about them really helped you?,ee5e8285-76a8-4ff8-9b7d-d0267376c6d9,Development,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ed6,What decision gave you the most success in your career?,ee5e8285-76a8-4ff8-9b7d-d0267376c6d9,Development,"Developmental Psychology,Social Psychology",
65c5810a1762b41f4dd87ed7,How long did it take you to start your career?,,,"Developmental Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ed8,In what ways did your activities as an undergrad influence the career you have now?,,,"Educational/School Psychology,Developmental Psychology",
65c5810a1762b41f4dd87ed9,What are your goals for your career in the future?,,,"Developmental Psychology,Social Psychology",
65c5810a1762b41f4dd87eda,What changes have you made in your personal life in order to achieve your educational and professional goals?,,,"Developmental Psychology,Social Psychology",
65c5810a1762b41f4dd87edb,What do you think is the most impactful factor that promoted your success?,,,"Social Psychology,Developmental Psychology",
65c5810a1762b41f4dd87edc,What psychologists or theories shaped your view of psychology?,,,"Social Psychology,Developmental Psychology",
65c5810a1762b41f4dd87edd,What recent studies or findings have you found the most intriguing?,,,"Social Psychology,Quantitative Psychology",
65c5810a1762b41f4dd87ede,What skills have been the most beneficial or important in your career?,,,"Industrial and Organizational Psychology,Social Psychology",
65c5810a1762b41f4dd87edf,What was your first job after graduating from college?,,,"Developmental Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ee0,"What was your first-ever job, and what did you love and/or hate about it?",,,"Developmental Psychology,Social Psychology",
65c5810a1762b41f4dd87ee1,Do you recommend any programs or organizations for students to join that promote inclusion and diversity?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Educational/School Psychology",
65c5810a1762b41f4dd87ee2,Have you ever felt uncomfortable due to a client's or colleague's beliefs? How hard or easy was it to resolve the situation?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Clinical Psychology",
65c5810a1762b41f4dd87ee3,How did you manage a situation where someone did not feel included?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ee4,How do you advocate for marginalized and/or underprivileged populations in your line of work?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Health Psychology",
65c5810a1762b41f4dd87ee5,How often in your line of work do you reflect on how privilege and discrimination impact you?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Health Psychology",
65c5810a1762b41f4dd87ee6,"If you have faced discrimination, microaggression, and/or macroaggression at work, how have you coped? ",,,"Social Psychology,Health Psychology",
65c5810a1762b41f4dd87ee7,"In your job, where do you feel included? Are there spaces where you feel excluded?",a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ee8,What advice do you have for working with diverse populations?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Clinical Psychology",
65c5810a1762b41f4dd87ee9,What can be done to increase diversity of your field?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87eea,What cultural competencies are the most important to have in your field?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Clinical Psychology",
65c5810a1762b41f4dd87eeb,How will having a low GPA affect my prospects for jobs or graduate school?,10758bcf-8708-4fb4-815a-a13328b5da6d,Education,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87eec,"If you did any internships in college, how did you find them?",10758bcf-8708-4fb4-815a-a13328b5da6d,Education,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87eed,What classes did you find the most beneficial?,10758bcf-8708-4fb4-815a-a13328b5da6d,Education,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87eee,What is your favorite drink?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
65c5810a1762b41f4dd87eef,What is your least favorite drink?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
65c5810a1762b41f4dd87ef0,Does it affect your chances of getting into graduate school if you take classes across multiple subfields instead of focusing on one subfield?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef1,Are online graduate programs as good as traditional/brick-and-mortar ones?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef2,Are there any part-time graduate programs?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef3,Are there things you would recommend that I do before graduate school?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef4,Did you take any gap year(s) between undergraduate and graduate schools?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Developmental Psychology",
65c5810a1762b41f4dd87ef5,Do I need a graduate degree in order to get a good job in Psychology?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87ef6,Do you need to major in Psychology in order to get into Psychology graduate programs?,,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef7,Does having a Master's degree increase your chances of getting into a PhD program?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef8,Does it matter if I have a Master of Arts (MA) or Master of Science (MS) degree?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87ef9,How can I accrue clinical and research hours required for graduate school applications?,,,"Educational/School Psychology,Clinical Psychology",
65c5810a1762b41f4dd87efa,How can I find graduate schools to apply for?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87efb,How can I get strong recommendation letters?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87efc,How did you choose the graduate program to attend?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87efd,How did you choose the graduate schools to apply to?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87efe,How did you decide on your thesis topic in graduate school?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Quantitative Psychology",
65c5810a1762b41f4dd87eff,How do I prepare myself to be a successful graduate school student?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f00,How do you gain hands-on professional experience in the field while you are attending graduate school?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87f01,How do you write a strong statement of purpose (personal statement)?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f02,How important are recommendation letters?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f03,How much research experience do I need to get into graduate school?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Quantitative Psychology",
65c5810a1762b41f4dd87f04,"Is it better to get a Master's degree or try to go straight into a doctoral program (e.g., PhD/PsyD)?",,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f05,"Is it easier to find a job with a doctorate (e.g., PhD, PsyD) than a Master's degree?",,,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87f06,Is there a difference in employment opportunities for those with a PsyD versus a PhD?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
65c5810a1762b41f4dd87f07,Is there an age that is preferred for graduate programs?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Developmental Psychology",
65c5810a1762b41f4dd87f08,What are some great graduate schools in California for Psychology?,,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f09,What are the benefits of attending graduate school?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f0a,What are the differences between a PsyD and a PhD?,,,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f0b,What are the most important skills to develop during graduate school?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f0c,What barriers or challenges did you overcome during graduate school? How?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Health Psychology",
65c5810a1762b41f4dd87f0d,What is the graduate school application process like?,c8b07416-376c-4ea2-9560-2fad8e66e2fc,Graduate School,"Educational/School Psychology,Social Psychology",
65c5810a1762b41f4dd87f0e,How do you maintain your self-care regimen or activities?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Health Psychology,Social Psychology",
65c5810a1762b41f4dd87f0f,"When you are feeling down, what makes you feel better?",997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Health Psychology,Social Psychology",
65c5810a1762b41f4dd87f10,How can a mentee make the most out of a mentoring relationship?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Social Psychology,Educational/School Psychology",
65c5810a1762b41f4dd87f11,Why did you decide to become a mentor?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Social Psychology,Educational/School Psychology",
65cc73b09080e4a47b013a63,What is self-regulated learning?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a67,Teams: Why is it good to train with other people?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Social Psychology,Educational/School Psychology",
65cc73b09080e4a47b013a65,Practice: What is deliberate practice?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a66,Spacing: Why doesn't cramming work well?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a64,What is metacognition?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a69,Pacing: How do you figure out if you're on-pace to learn enough?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a6a,Tools: What kinds of ways do you study a new topic?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a68,Priorities: How do you decide what you need to learn?,5716ab1e-7229-4638-9301-0dcbf8a26cfe,How Learning Works,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a6b,What can I do to learn faster / forget slower?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a6c,Planning: How do you plan out your tasks?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Industrial and Organizational Psychology",
65cc73b09080e4a47b013a6e,Choosing: What should I do if I can't decide what to do next?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a6f,Gaps: How do you double-check your knowledge?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a6d,Chunking: How do you break down a big task into ones you can do?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Industrial and Organizational Psychology",
65cc73b09080e4a47b013a70,Help: When should you ask for help when studying?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Social Psychology",
65cc73b09080e4a47b013a71,Help: Who should you ask for help when studying?,b5318cda-bcc9-4d26-84fa-1557bc578e63,Learning Faster,"Educational/School Psychology,Social Psychology",
65cc73b09080e4a47b013a73,Summarize: When would summarization help?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a72,What are your go-to strategies for learning? (such as seeking challenges or learning from mistakes),b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a74,Outline: When does outlining help?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a75,Predict: When does it help to predict the answer?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a76,Reflect: When does reflection help at the end?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a78,Self-Testing: When does it help to make a small test to practice?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Quantitative Psychology",
65cc73b09080e4a47b013a79,Explaining: When does it help to explain a topic to someone (or even yourself)?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Social Psychology",
65cc73b09080e4a47b013a77,"Repetition: When does it help to repeat something over and over?, What are some good rehearsal strategies such as flash cards or mnemonics?",b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a7a,Search: How do you find resources to help you learn something new?,b33b2493-c471-4c0b-a3f3-988524996f7b,Strategies,"Educational/School Psychology,Social Psychology",
65cc73b09080e4a47b013a7b,What is a trick you use to study harder?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Educational/School Psychology,Developmental Psychology",
65cc73b09080e4a47b013a7c,Time: What do you do if you don't have enough time to learn?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Educational/School Psychology,Industrial and Organizational Psychology",
65cc73b09080e4a47b013a7e,Place: What kind of places do you learn best?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Educational/School Psychology,Environmental Psychology",
65cc73b09080e4a47b013a7d,Scheduling: How do you plan or schedule your learning?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Educational/School Psychology,Industrial and Organizational Psychology",
65cc73b09080e4a47b013a7f,Team: How do you find people to train with?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Social Psychology,Educational/School Psychology",
65cc73b09080e4a47b013a80,Team: Who are good people to train with?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Social Psychology,Educational/School Psychology",
65cc73b09080e4a47b013a81,Distraction: What do you do if you keep getting distracted when learning?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Educational/School Psychology,Health Psychology",
65cc73b09080e4a47b013a83,How can you deal with failing when learning?,efca4d3f-e6ad-4d14-822b-1dbed329099e,Overcoming Challenges,"Educational/School Psychology,Health Psychology",
65cc73b09080e4a47b013a82,Stress: What do you do if can't study because you're stressed or anxious?,ff80fa68-e6a2-4dfb-a2b1-e6c37d77859f,Habits & Structure,"Educational/School Psychology,Health Psychology",
65cc73b09080e4a47b013a84,How do I know if I need accommodations?,efca4d3f-e6ad-4d14-822b-1dbed329099e,Overcoming Challenges,"Educational/School Psychology,Health Psychology",
65cc73b09080e4a47b013a85,What accommodations can I get if I am a slow reader?,efca4d3f-e6ad-4d14-822b-1dbed329099e,Overcoming Challenges,"Educational/School Psychology,Health Psychology",
65cc73b09080e4a47b013a86,What help can I get if English isn't my first language?,efca4d3f-e6ad-4d14-822b-1dbed329099e,Overcoming Challenges,"Educational/School Psychology,Social Psychology",
